resume_id,jd_id,resume_category,graph_score,coverage,exact_matches,partial_matches,no_matches,sbert_score,structural_score,yoe_score,edu_score,section_score,resume_yoe,required_yoe,resume_edu_rank,required_edu_rank,label
friend_divyansh_kathuria,android_developer,general,0.34,0.4,2,2,6,0.2359,0.53,0.5,0.6,0.5,0,1,3,4,-1
friend_divyansh_kathuria,backend_swe_fullstack,general,0.4538,0.5769,7,8,11,0.4239,0.65,0.5,1.0,0.5,0,1,3,3,1
friend_divyansh_kathuria,data_scientist,general,0.4286,0.5714,3,5,6,0.2291,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_divyansh_kathuria,flutter_developer_fresher,general,0.225,0.25,2,1,9,0.3137,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_divyansh_kathuria,frontend_developer_fresher,general,0.5182,0.6364,4,3,4,0.5217,0.85,1.0,1.0,0.5,0,0,3,3,1
friend_divyansh_kathuria,fullstack_developer_fresher,general,0.525,0.625,9,6,9,0.49,0.85,1.0,1.0,0.5,0,0,3,3,1
friend_divyansh_kathuria,fullstack_developer_general,general,0.4344,0.5625,9,8,14,0.3616,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_divyansh_kathuria,golang_backend_developer,general,0.6571,0.7857,7,3,3,0.3987,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_divyansh_kathuria,google_ml_engineer,general,0.505,0.65,7,6,7,0.3633,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_divyansh_kathuria,google_swe_early_career,general,0.57,0.7,4,3,3,0.3472,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_divyansh_kathuria,google_swe_generalist,general,0.64,0.8,6,6,3,0.3597,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_divyansh_kathuria,java_backend_developer,general,0.35,0.55,3,5,9,0.342,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_divyansh_kathuria,junior_ml_engineer,general,0.62,0.85,8,7,3,0.2933,0.53,0.5,0.6,0.5,0,3,3,4,-1
friend_divyansh_kathuria,laravel_developer,general,0.3278,0.3889,4,3,11,0.2993,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_divyansh_kathuria,mern_stack_developer,general,0.5136,0.5909,8,5,9,0.4094,0.73,1.0,0.6,0.5,0,0,3,4,1
friend_divyansh_kathuria,php_fullstack_developer,general,0.319,0.4286,4,4,12,0.4588,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_divyansh_kathuria,software_engineer_general,general,0.3636,0.5,5,4,11,0.3083,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_divyansh_singh,android_developer,general,0.27,0.3,2,1,7,0.1976,0.605,0.5,0.6,0.75,0,1,3,4,0
friend_divyansh_singh,backend_swe_fullstack,general,0.3808,0.4615,7,4,14,0.3448,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_divyansh_singh,data_scientist,general,0.4786,0.5,6,1,7,0.1752,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_divyansh_singh,flutter_developer_fresher,general,0.0833,0.0833,1,0,11,0.2883,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_divyansh_singh,frontend_developer_fresher,general,0.5909,0.7273,5,3,3,0.3841,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_divyansh_singh,fullstack_developer_fresher,general,0.4125,0.5,7,5,12,0.2779,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_divyansh_singh,fullstack_developer_general,general,0.3406,0.4062,8,5,19,0.1878,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_divyansh_singh,golang_backend_developer,general,0.5357,0.5714,7,1,6,0.2697,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_divyansh_singh,google_ml_engineer,general,0.605,0.7,9,5,6,0.3537,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_divyansh_singh,google_swe_early_career,general,0.65,0.8,5,2,2,0.2836,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_divyansh_singh,google_swe_generalist,general,0.66,0.8,7,4,3,0.3266,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_divyansh_singh,java_backend_developer,general,0.17,0.2,3,1,16,0.2083,0.925,1.0,1.0,0.75,0,0,3,3,0
friend_divyansh_singh,junior_ml_engineer,general,0.49,0.65,7,4,7,0.4365,0.605,0.5,0.6,0.75,0,3,3,4,1
friend_divyansh_singh,laravel_developer,general,0.2889,0.3333,4,2,12,0.1614,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_divyansh_singh,mern_stack_developer,general,0.4045,0.4545,7,3,12,0.2693,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_divyansh_singh,php_fullstack_developer,general,0.281,0.3333,4,3,14,0.3037,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_divyansh_singh,software_engineer_general,general,0.3909,0.4545,6,4,12,0.3145,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_dupen_sachdeva,android_developer,general,0.4,0.4,4,0,6,0.2983,0.56,0.5,0.2,1.0,0,1,2,4,-1
friend_dupen_sachdeva,backend_swe_fullstack,general,0.5538,0.6154,12,4,10,0.4531,0.8,0.5,1.0,1.0,0,1,2,3,1
friend_dupen_sachdeva,data_scientist,general,0.1786,0.2143,2,1,11,0.2372,0.76,1.0,0.2,1.0,0,0,2,4,0
friend_dupen_sachdeva,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.475,0.76,1.0,0.2,1.0,0,0,2,4,-1
friend_dupen_sachdeva,frontend_developer_fresher,general,0.3636,0.4545,3,2,6,0.523,1.0,1.0,1.0,1.0,0,0,2,3,-1
friend_dupen_sachdeva,fullstack_developer_fresher,general,0.5583,0.625,11,4,9,0.5503,1.0,1.0,1.0,1.0,0,0,2,3,1
friend_dupen_sachdeva,fullstack_developer_general,general,0.5531,0.625,15,5,12,0.343,0.76,1.0,0.2,1.0,0,0,2,4,-1
friend_dupen_sachdeva,golang_backend_developer,general,0.6571,0.7857,7,4,3,0.3503,1.0,1.0,1.0,1.0,0,0,2,3,-1
friend_dupen_sachdeva,google_ml_engineer,general,0.355,0.45,6,1,11,0.2738,0.8,0.5,1.0,1.0,0,1,2,3,-1
friend_dupen_sachdeva,google_swe_early_career,general,0.55,0.6,5,1,4,0.3856,0.8,0.5,1.0,1.0,0,1,2,3,-1
friend_dupen_sachdeva,google_swe_generalist,general,0.5467,0.6,7,2,6,0.4143,0.8,0.5,1.0,1.0,0,1,2,3,1
friend_dupen_sachdeva,java_backend_developer,general,0.55,0.65,9,4,7,0.4178,1.0,1.0,1.0,1.0,0,0,2,3,1
friend_dupen_sachdeva,junior_ml_engineer,general,0.155,0.25,2,1,15,0.1931,0.56,0.5,0.2,1.0,0,3,2,4,0
friend_dupen_sachdeva,laravel_developer,general,0.4278,0.4444,7,1,10,0.327,0.76,1.0,0.2,1.0,0,0,2,4,-1
friend_dupen_sachdeva,mern_stack_developer,general,0.5182,0.5455,10,2,10,0.446,0.76,1.0,0.2,1.0,0,0,2,4,1
friend_dupen_sachdeva,php_fullstack_developer,general,0.6333,0.7619,11,3,5,0.5265,0.76,1.0,0.2,1.0,0,0,2,4,1
friend_dupen_sachdeva,software_engineer_general,general,0.5773,0.6818,10,5,7,0.3747,1.0,1.0,1.0,1.0,0,0,2,3,-1
friend_gagan_,android_developer,general,0.3,0.3,3,0,7,0.2944,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_gagan_,backend_swe_fullstack,general,0.5,0.6538,9,7,9,0.5304,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_gagan_,data_scientist,general,0.3286,0.5,3,2,7,0.2434,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_gagan_,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.3412,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_gagan_,frontend_developer_fresher,general,0.6091,0.8182,4,5,2,0.507,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_gagan_,fullstack_developer_fresher,general,0.5708,0.7083,10,7,7,0.5577,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_gagan_,fullstack_developer_general,general,0.4688,0.625,10,9,12,0.3759,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_gagan_,golang_backend_developer,general,0.5357,0.7143,5,4,4,0.3762,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_gagan_,google_ml_engineer,general,0.37,0.6,4,4,8,0.3275,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_gagan_,google_swe_early_career,general,0.53,0.8,3,3,2,0.3726,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_gagan_,google_swe_generalist,general,0.7533,0.9333,9,3,1,0.3854,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_gagan_,java_backend_developer,general,0.395,0.65,4,6,7,0.3595,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_gagan_,junior_ml_engineer,general,0.335,0.55,4,2,9,0.255,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_gagan_,laravel_developer,general,0.5,0.6667,6,6,6,0.3696,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_gagan_,mern_stack_developer,general,0.5318,0.5909,10,3,9,0.4955,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_gagan_,php_fullstack_developer,general,0.481,0.7619,5,8,5,0.5385,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_gagan_,software_engineer_general,general,0.4227,0.6364,5,7,8,0.3787,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_gaurav_sharma,android_developer,general,0.4,0.4,4,0,6,0.1638,0.335,0.5,0.2,0.25,0,1,1,4,-1
friend_gaurav_sharma,backend_swe_fullstack,general,0.4423,0.5385,9,5,12,0.0489,0.575,0.5,1.0,0.25,0,1,1,3,-1
friend_gaurav_sharma,data_scientist,general,0.2857,0.2857,4,0,10,0.1219,0.535,1.0,0.2,0.25,0,0,1,4,0
friend_gaurav_sharma,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.2695,0.535,1.0,0.2,0.25,0,0,1,4,0
friend_gaurav_sharma,frontend_developer_fresher,general,0.3636,0.4545,3,2,6,0.1416,0.775,1.0,1.0,0.25,0,0,1,3,-1
friend_gaurav_sharma,fullstack_developer_fresher,general,0.5292,0.625,10,5,9,0.1839,0.775,1.0,1.0,0.25,0,0,1,3,-1
friend_gaurav_sharma,fullstack_developer_general,general,0.4625,0.5938,11,7,13,0.298,0.535,1.0,0.2,0.25,0,0,1,4,-1
friend_gaurav_sharma,golang_backend_developer,general,0.6643,0.7857,8,2,3,0.1801,0.775,1.0,1.0,0.25,0,0,1,3,-1
friend_gaurav_sharma,google_ml_engineer,general,0.325,0.4,5,3,12,0.0636,0.575,0.5,1.0,0.25,0,1,1,3,-1
friend_gaurav_sharma,google_swe_early_career,general,0.5,0.6,4,2,4,0.0562,0.575,0.5,1.0,0.25,0,1,1,3,-1
friend_gaurav_sharma,google_swe_generalist,general,0.5133,0.6,6,3,6,0.0669,0.575,0.5,1.0,0.25,0,1,1,3,-1
friend_gaurav_sharma,java_backend_developer,general,0.395,0.6,5,4,8,0.1604,0.775,1.0,1.0,0.25,0,0,1,3,-1
friend_gaurav_sharma,junior_ml_engineer,general,0.2,0.25,3,2,15,0.0946,0.335,0.5,0.2,0.25,0,3,1,4,0
friend_gaurav_sharma,laravel_developer,general,0.3722,0.4444,5,3,10,0.1612,0.535,1.0,0.2,0.25,0,0,1,4,-1
friend_gaurav_sharma,mern_stack_developer,general,0.5545,0.5909,11,2,9,0.1165,0.535,1.0,0.2,0.25,0,0,1,4,-1
friend_gaurav_sharma,php_fullstack_developer,general,0.5143,0.7143,7,7,6,0.1128,0.535,1.0,0.2,0.25,0,0,1,4,-1
friend_gaurav_sharma,software_engineer_general,general,0.4591,0.6364,7,5,8,0.1561,0.775,1.0,1.0,0.25,0,0,1,3,-1
friend_gautam_kumar,android_developer,general,0.65,0.7,6,1,3,0.3706,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_gautam_kumar,backend_swe_fullstack,general,0.3192,0.4231,6,4,15,0.4035,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_gautam_kumar,data_scientist,general,0.2143,0.2143,3,0,11,0.2179,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_gautam_kumar,flutter_developer_fresher,general,0.5417,0.5833,6,1,5,0.6922,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_gautam_kumar,frontend_developer_fresher,general,0.0,0.0,0,0,11,0.4247,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_gautam_kumar,fullstack_developer_fresher,general,0.1458,0.1667,3,1,20,0.4495,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_gautam_kumar,fullstack_developer_general,general,0.2656,0.3438,6,4,21,0.3041,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_gautam_kumar,golang_backend_developer,general,0.45,0.5714,5,2,6,0.3019,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_gautam_kumar,google_ml_engineer,general,0.225,0.3,3,3,14,0.2249,0.725,0.5,1.0,0.75,0,1,3,3,0
friend_gautam_kumar,google_swe_early_career,general,0.58,0.7,5,1,3,0.3526,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_gautam_kumar,google_swe_generalist,general,0.3867,0.4667,5,1,8,0.3535,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_gautam_kumar,java_backend_developer,general,0.42,0.6,6,3,8,0.3646,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_gautam_kumar,junior_ml_engineer,general,0.15,0.2,2,2,16,0.1854,0.605,0.5,0.6,0.75,0,3,3,4,0
friend_gautam_kumar,laravel_developer,general,0.1778,0.2222,2,2,14,0.2462,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_gautam_kumar,mern_stack_developer,general,0.1136,0.1364,2,1,19,0.3244,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_gautam_kumar,php_fullstack_developer,general,0.2143,0.3333,2,4,14,0.431,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_gautam_kumar,software_engineer_general,general,0.3227,0.4545,5,3,12,0.3736,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ghani_garg,android_developer,general,0.24,0.3,1,2,7,0.2064,0.605,0.5,0.6,0.75,0,1,3,4,0
friend_ghani_garg,backend_swe_fullstack,general,0.3808,0.5,6,6,13,0.5155,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ghani_garg,data_scientist,general,0.1929,0.2143,2,1,11,0.4499,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ghani_garg,flutter_developer_fresher,general,0.0833,0.1667,0,1,10,0.2531,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_ghani_garg,frontend_developer_fresher,general,0.5,0.6364,4,3,4,0.3877,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ghani_garg,fullstack_developer_fresher,general,0.3917,0.5417,5,7,11,0.4175,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ghani_garg,fullstack_developer_general,general,0.3969,0.5625,7,9,14,0.3541,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ghani_garg,golang_backend_developer,general,0.4571,0.5714,4,4,6,0.2626,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ghani_garg,google_ml_engineer,general,0.285,0.35,4,3,13,0.3879,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ghani_garg,google_swe_early_career,general,0.5,0.6,4,1,4,0.2964,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ghani_garg,google_swe_generalist,general,0.56,0.6667,6,3,5,0.3458,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ghani_garg,java_backend_developer,general,0.295,0.45,2,6,11,0.3387,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ghani_garg,junior_ml_engineer,general,0.25,0.3,4,2,14,0.3531,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_ghani_garg,laravel_developer,general,0.3278,0.3889,4,3,11,0.236,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ghani_garg,mern_stack_developer,general,0.3364,0.4545,4,5,12,0.4343,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ghani_garg,php_fullstack_developer,general,0.4095,0.619,5,5,8,0.4328,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_ghani_garg,software_engineer_general,general,0.3955,0.5455,5,6,10,0.3954,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_harish_kumar,android_developer,general,0.3,0.3,3,0,7,0.2615,0.41,0.5,0.2,0.5,0,1,2,4,-1
friend_harish_kumar,backend_swe_fullstack,general,0.5538,0.6538,11,6,9,0.4139,0.65,0.5,1.0,0.5,0,1,2,3,1
friend_harish_kumar,data_scientist,general,0.3429,0.5,3,2,7,0.503,0.61,1.0,0.2,0.5,0,0,2,4,-1
friend_harish_kumar,flutter_developer_fresher,general,0.1917,0.25,2,0,9,0.3339,0.61,1.0,0.2,0.5,0,0,2,4,-1
friend_harish_kumar,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.4867,0.85,1.0,1.0,0.5,0,0,2,3,1
friend_harish_kumar,fullstack_developer_fresher,general,0.5708,0.6667,11,5,8,0.4336,0.85,1.0,1.0,0.5,0,0,2,3,1
friend_harish_kumar,fullstack_developer_general,general,0.5,0.625,12,6,12,0.3805,0.61,1.0,0.2,0.5,0,0,2,4,-1
friend_harish_kumar,golang_backend_developer,general,0.4857,0.5714,6,1,6,0.3345,0.85,1.0,1.0,0.5,0,0,2,3,-1
friend_harish_kumar,google_ml_engineer,general,0.47,0.65,7,3,7,0.2639,0.65,0.5,1.0,0.5,0,1,2,3,-1
friend_harish_kumar,google_swe_early_career,general,0.6,0.7,5,2,3,0.2984,0.65,0.5,1.0,0.5,0,1,2,3,-1
friend_harish_kumar,google_swe_generalist,general,0.8467,0.9333,11,3,1,0.3126,0.65,0.5,1.0,0.5,0,1,2,3,-1
friend_harish_kumar,java_backend_developer,general,0.365,0.5,5,3,10,0.3049,0.85,1.0,1.0,0.5,0,0,2,3,-1
friend_harish_kumar,junior_ml_engineer,general,0.55,0.8,8,3,4,0.3184,0.41,0.5,0.2,0.5,0,3,2,4,-1
friend_harish_kumar,laravel_developer,general,0.5556,0.6667,8,4,6,0.3607,0.61,1.0,0.2,0.5,0,0,2,4,-1
friend_harish_kumar,mern_stack_developer,general,0.5409,0.5909,10,3,9,0.4482,0.61,1.0,0.2,0.5,0,0,2,4,1
friend_harish_kumar,php_fullstack_developer,general,0.4571,0.6667,6,5,7,0.4674,0.61,1.0,0.2,0.5,0,0,2,4,1
friend_harish_kumar,software_engineer_general,general,0.4864,0.5909,8,4,9,0.4047,0.85,1.0,1.0,0.5,0,0,2,3,1
friend_harmit_kour,android_developer,general,0.27,0.3,2,1,7,0.1766,0.8,0.5,1.0,1.0,0,1,4,4,0
friend_harmit_kour,backend_swe_fullstack,general,0.2769,0.3077,6,2,18,0.3202,0.8,0.5,1.0,1.0,0,1,4,3,-1
friend_harmit_kour,data_scientist,general,0.3429,0.5,3,2,7,0.4819,1.0,1.0,1.0,1.0,0,0,4,4,-1
friend_harmit_kour,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.2721,1.0,1.0,1.0,1.0,0,0,4,4,0
friend_harmit_kour,frontend_developer_fresher,general,0.0636,0.0909,0,1,10,0.3384,1.0,1.0,1.0,1.0,0,0,4,3,-1
friend_harmit_kour,fullstack_developer_fresher,general,0.1167,0.1667,2,1,20,0.2511,1.0,1.0,1.0,1.0,0,0,4,3,0
friend_harmit_kour,fullstack_developer_general,general,0.2281,0.2812,6,2,23,0.2763,1.0,1.0,1.0,1.0,0,0,4,4,0
friend_harmit_kour,golang_backend_developer,general,0.3857,0.4286,4,2,8,0.1933,1.0,1.0,1.0,1.0,0,0,4,3,-1
friend_harmit_kour,google_ml_engineer,general,0.45,0.6,6,4,8,0.2906,0.8,0.5,1.0,1.0,0,1,4,3,-1
friend_harmit_kour,google_swe_early_career,general,0.47,0.6,3,2,4,0.2402,0.8,0.5,1.0,1.0,0,1,4,3,-1
friend_harmit_kour,google_swe_generalist,general,0.5133,0.6,6,2,6,0.2519,0.8,0.5,1.0,1.0,0,1,4,3,-1
friend_harmit_kour,java_backend_developer,general,0.26,0.3,4,2,14,0.2833,1.0,1.0,1.0,1.0,0,0,4,3,0
friend_harmit_kour,junior_ml_engineer,general,0.365,0.55,4,4,9,0.3802,0.8,0.5,1.0,1.0,0,3,4,4,-1
friend_harmit_kour,laravel_developer,general,0.1667,0.1667,3,0,15,0.2785,1.0,1.0,1.0,1.0,0,0,4,4,0
friend_harmit_kour,mern_stack_developer,general,0.1273,0.1818,2,1,18,0.2788,1.0,1.0,1.0,1.0,0,0,4,4,0
friend_harmit_kour,php_fullstack_developer,general,0.2333,0.381,3,2,13,0.3209,1.0,1.0,1.0,1.0,0,0,4,4,-1
friend_harmit_kour,software_engineer_general,general,0.3318,0.4091,6,2,13,0.313,1.0,1.0,1.0,1.0,0,0,4,3,-1
friend_harsh_,android_developer,general,0.37,0.4,3,1,6,0.3379,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_harsh_,backend_swe_fullstack,general,0.5346,0.6538,10,6,9,0.5758,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_harsh_,data_scientist,general,0.3214,0.4286,3,2,8,0.3474,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_harsh_,flutter_developer_fresher,general,0.3167,0.4167,3,1,7,0.4269,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_harsh_,frontend_developer_fresher,general,0.8636,1.0,8,3,0,0.5194,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_harsh_,fullstack_developer_fresher,general,0.5875,0.6667,11,5,8,0.6479,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_harsh_,fullstack_developer_general,general,0.5281,0.6562,12,8,11,0.4534,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_harsh_,golang_backend_developer,general,0.6929,0.7857,8,3,3,0.3774,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_harsh_,google_ml_engineer,general,0.44,0.55,7,3,9,0.3656,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_harsh_,google_swe_early_career,general,0.68,0.8,6,1,2,0.4206,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_harsh_,google_swe_generalist,general,0.78,0.9333,9,4,1,0.4155,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_harsh_,java_backend_developer,general,0.41,0.55,5,5,9,0.4615,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_harsh_,junior_ml_engineer,general,0.395,0.6,5,4,8,0.1931,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_harsh_,laravel_developer,general,0.5111,0.5556,8,2,8,0.401,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_harsh_,mern_stack_developer,general,0.5727,0.6364,10,4,8,0.5642,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_harsh_,php_fullstack_developer,general,0.5619,0.7143,9,4,6,0.5972,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_harsh_,software_engineer_general,general,0.45,0.5455,7,5,10,0.4588,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_harsh_kanoo,android_developer,general,0.3,0.3,3,0,7,0.2664,0.53,0.5,0.6,0.5,0,1,3,4,-1
friend_harsh_kanoo,backend_swe_fullstack,general,0.5269,0.6154,11,5,10,0.3833,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_harsh_kanoo,data_scientist,general,0.4643,0.5714,5,3,6,0.3731,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_harsh_kanoo,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.2012,0.73,1.0,0.6,0.5,0,0,3,4,0
friend_harsh_kanoo,frontend_developer_fresher,general,0.8182,0.9091,8,2,1,0.3196,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_harsh_kanoo,fullstack_developer_fresher,general,0.625,0.7083,13,4,7,0.2497,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_harsh_kanoo,fullstack_developer_general,general,0.5219,0.625,13,6,12,0.3054,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_harsh_kanoo,golang_backend_developer,general,0.6786,0.7857,8,2,3,0.2969,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_harsh_kanoo,google_ml_engineer,general,0.565,0.7,9,5,6,0.3759,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_harsh_kanoo,google_swe_early_career,general,0.6,0.7,5,2,3,0.2728,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_harsh_kanoo,google_swe_generalist,general,0.8,0.8667,11,2,2,0.2807,0.65,0.5,1.0,0.5,0,1,3,3,-1
friend_harsh_kanoo,java_backend_developer,general,0.365,0.45,6,2,11,0.2395,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_harsh_kanoo,junior_ml_engineer,general,0.545,0.75,8,5,5,0.353,0.53,0.5,0.6,0.5,0,3,3,4,-1
friend_harsh_kanoo,laravel_developer,general,0.6222,0.7222,9,4,5,0.2306,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_harsh_kanoo,mern_stack_developer,general,0.6136,0.6364,13,1,8,0.2828,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_harsh_kanoo,php_fullstack_developer,general,0.5,0.6667,7,6,7,0.2488,0.73,1.0,0.6,0.5,0,0,3,4,-1
friend_harsh_kanoo,software_engineer_general,general,0.4318,0.5,8,2,11,0.3484,0.85,1.0,1.0,0.5,0,0,3,3,-1
friend_harsh_kumar,android_developer,general,0.14,0.2,0,2,8,0.2886,0.68,0.5,0.6,1.0,0,1,3,4,0
friend_harsh_kumar,backend_swe_fullstack,general,0.4269,0.5,8,5,13,0.4876,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_harsh_kumar,data_scientist,general,0.1786,0.2857,1,2,10,0.2497,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_harsh_kumar,flutter_developer_fresher,general,0.225,0.3333,1,3,8,0.4181,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_harsh_kumar,frontend_developer_fresher,general,0.7727,0.9091,7,3,1,0.5594,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_harsh_kumar,fullstack_developer_fresher,general,0.5792,0.7083,10,7,7,0.6344,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_harsh_kumar,fullstack_developer_general,general,0.4781,0.5938,10,9,13,0.4198,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_harsh_kumar,golang_backend_developer,general,0.3857,0.4286,4,2,8,0.4106,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_harsh_kumar,google_ml_engineer,general,0.285,0.4,3,4,12,0.311,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_harsh_kumar,google_swe_early_career,general,0.39,0.5,2,3,5,0.3613,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_harsh_kumar,google_swe_generalist,general,0.6267,0.7333,7,4,4,0.3974,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_harsh_kumar,java_backend_developer,general,0.32,0.45,3,6,11,0.3944,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_harsh_kumar,junior_ml_engineer,general,0.28,0.45,3,3,11,0.299,0.68,0.5,0.6,1.0,0,3,3,4,0
friend_harsh_kumar,laravel_developer,general,0.55,0.7222,6,7,5,0.3749,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_harsh_kumar,mern_stack_developer,general,0.6091,0.6818,11,4,7,0.5874,0.88,1.0,0.6,1.0,0,0,3,4,1
