resume_id,jd_id,resume_category,graph_score,coverage,exact_matches,partial_matches,no_matches,sbert_score,structural_score,yoe_score,edu_score,section_score,resume_yoe,required_yoe,resume_edu_rank,required_edu_rank,label
friend_abdul_ahad,android_developer,general,0.44,0.5,3,2,5,0.2421,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_abdul_ahad,backend_swe_fullstack,general,0.5077,0.5769,11,4,11,0.4097,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_abdul_ahad,data_scientist,general,0.5714,0.7143,6,2,4,0.2484,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.3225,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,frontend_developer_fresher,general,0.6545,0.8182,5,4,2,0.54,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_abdul_ahad,fullstack_developer_fresher,general,0.4458,0.5417,8,5,11,0.5104,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_abdul_ahad,fullstack_developer_general,general,0.5062,0.625,12,7,12,0.2934,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,golang_backend_developer,general,0.5143,0.6429,5,3,5,0.353,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abdul_ahad,google_ml_engineer,general,0.47,0.55,7,4,9,0.2549,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abdul_ahad,google_swe_early_career,general,0.49,0.6,3,3,4,0.3176,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abdul_ahad,google_swe_generalist,general,0.7733,0.8667,9,4,2,0.3528,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abdul_ahad,java_backend_developer,general,0.405,0.6,5,4,8,0.3401,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abdul_ahad,junior_ml_engineer,general,0.495,0.6,7,5,8,0.2655,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_abdul_ahad,laravel_developer,general,0.4111,0.5,5,4,9,0.2432,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,mern_stack_developer,general,0.3955,0.4545,7,3,12,0.4402,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,php_fullstack_developer,general,0.2857,0.381,4,3,13,0.4525,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abdul_ahad,software_engineer_general,general,0.3773,0.5,6,3,11,0.3203,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhinandan_,android_developer,general,0.4,0.4,4,0,6,0.1196,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_abhinandan_,backend_swe_fullstack,general,0.5923,0.7308,11,7,7,0.4145,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_abhinandan_,data_scientist,general,0.2286,0.2857,2,2,10,0.072,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_abhinandan_,flutter_developer_fresher,general,0.2833,0.3333,2,2,8,0.165,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_abhinandan_,frontend_developer_fresher,general,0.6545,0.9091,4,6,1,0.2855,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhinandan_,fullstack_developer_fresher,general,0.5875,0.7083,10,7,7,0.3215,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhinandan_,fullstack_developer_general,general,0.475,0.625,10,8,12,0.2594,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhinandan_,golang_backend_developer,general,0.7857,0.9286,9,3,1,0.2234,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhinandan_,google_ml_engineer,general,0.28,0.4,4,2,12,0.3441,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhinandan_,google_swe_early_career,general,0.43,0.6,3,2,4,0.2615,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhinandan_,google_swe_generalist,general,0.58,0.7333,6,4,4,0.2514,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhinandan_,java_backend_developer,general,0.415,0.6,5,4,8,0.2453,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhinandan_,junior_ml_engineer,general,0.19,0.3,2,2,14,0.063,0.68,0.5,0.6,1.0,0,3,3,4,0
friend_abhinandan_,laravel_developer,general,0.4667,0.5556,6,4,8,0.1409,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhinandan_,mern_stack_developer,general,0.6273,0.7273,10,6,6,0.2634,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhinandan_,php_fullstack_developer,general,0.3905,0.5238,5,5,10,0.3569,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhinandan_,software_engineer_general,general,0.3864,0.5455,5,5,10,0.2866,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhishek_,android_developer,general,0.42,0.5,3,2,5,0.3151,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_abhishek_,backend_swe_fullstack,general,0.3885,0.5385,5,8,12,0.4023,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhishek_,data_scientist,general,0.2143,0.3571,1,3,9,0.2193,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_abhishek_,flutter_developer_fresher,general,0.25,0.3333,2,1,8,0.4959,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhishek_,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.4239,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_abhishek_,fullstack_developer_fresher,general,0.4625,0.5417,8,5,11,0.4812,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_abhishek_,fullstack_developer_general,general,0.4406,0.5312,10,7,15,0.2962,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhishek_,golang_backend_developer,general,0.5286,0.6429,5,4,5,0.3055,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhishek_,google_ml_engineer,general,0.33,0.5,4,3,10,0.2792,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhishek_,google_swe_early_career,general,0.6,0.8,4,3,2,0.3289,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhishek_,google_swe_generalist,general,0.5933,0.8,5,6,3,0.3632,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_abhishek_,java_backend_developer,general,0.27,0.3,4,2,14,0.3517,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhishek_,junior_ml_engineer,general,0.3,0.55,3,3,9,0.2428,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_abhishek_,laravel_developer,general,0.3833,0.4444,5,3,10,0.2813,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_abhishek_,mern_stack_developer,general,0.4455,0.5,7,4,11,0.418,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_abhishek_,php_fullstack_developer,general,0.4286,0.5714,6,4,9,0.4808,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_abhishek_,software_engineer_general,general,0.3455,0.4545,4,6,12,0.3781,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_abhit_kumar,android_developer,general,0.4,0.4,4,0,6,0.3201,0.88,1.0,0.6,1.0,1,1,3,4,-1
friend_abhit_kumar,backend_swe_fullstack,general,0.5577,0.7308,10,8,7,0.5697,1.0,1.0,1.0,1.0,1,1,3,3,1
friend_abhit_kumar,data_scientist,general,0.3071,0.4286,3,2,8,0.3489,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_abhit_kumar,flutter_developer_fresher,general,0.2917,0.3333,3,1,8,0.4211,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_abhit_kumar,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.506,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_abhit_kumar,fullstack_developer_fresher,general,0.625,0.75,12,6,6,0.6634,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_abhit_kumar,fullstack_developer_general,general,0.5094,0.6562,12,8,11,0.4632,0.88,1.0,0.6,1.0,1,0,3,4,1
friend_abhit_kumar,golang_backend_developer,general,0.75,0.9286,8,4,1,0.4505,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_abhit_kumar,google_ml_engineer,general,0.395,0.6,5,4,8,0.4192,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_abhit_kumar,google_swe_early_career,general,0.58,0.8,4,3,2,0.4703,1.0,1.0,1.0,1.0,1,1,3,3,1
friend_abhit_kumar,google_swe_generalist,general,0.6867,0.8667,8,4,2,0.452,1.0,1.0,1.0,1.0,1,1,3,3,1
friend_abhit_kumar,java_backend_developer,general,0.495,0.75,6,6,5,0.488,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_abhit_kumar,junior_ml_engineer,general,0.35,0.6,4,3,8,0.2616,0.64,0.4,0.6,1.0,1,3,3,4,-1
friend_abhit_kumar,laravel_developer,general,0.5556,0.7222,7,6,5,0.4409,0.88,1.0,0.6,1.0,1,0,3,4,1
friend_abhit_kumar,mern_stack_developer,general,0.5909,0.6364,12,2,8,0.6028,0.88,1.0,0.6,1.0,1,0,3,4,1
friend_abhit_kumar,php_fullstack_developer,general,0.5619,0.8095,7,9,4,0.623,0.88,1.0,0.6,1.0,1,0,3,4,1
friend_abhit_kumar,software_engineer_general,general,0.4818,0.6818,7,6,7,0.5275,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_adarsh_kumar,android_developer,general,0.4,0.4,4,0,6,0.1948,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_adarsh_kumar,backend_swe_fullstack,general,0.5154,0.6923,8,9,8,0.4262,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_adarsh_kumar,data_scientist,general,0.25,0.3571,2,2,9,0.3383,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_adarsh_kumar,flutter_developer_fresher,general,0.1667,0.1667,2,0,10,0.2773,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_adarsh_kumar,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.475,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_adarsh_kumar,fullstack_developer_fresher,general,0.5583,0.6667,10,6,8,0.5411,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_adarsh_kumar,fullstack_developer_general,general,0.4906,0.625,11,8,12,0.3728,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_adarsh_kumar,golang_backend_developer,general,0.6429,0.7857,7,3,3,0.3418,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_adarsh_kumar,google_ml_engineer,general,0.39,0.55,5,5,9,0.3255,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_adarsh_kumar,google_swe_early_career,general,0.63,0.8,5,2,2,0.317,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_adarsh_kumar,google_swe_generalist,general,0.7467,0.9333,8,5,1,0.3219,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_adarsh_kumar,java_backend_developer,general,0.405,0.6,5,4,8,0.3159,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_adarsh_kumar,junior_ml_engineer,general,0.32,0.55,3,5,9,0.2965,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_adarsh_kumar,laravel_developer,general,0.4,0.5,5,4,9,0.3536,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_adarsh_kumar,mern_stack_developer,general,0.5045,0.5909,8,5,9,0.5195,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_adarsh_kumar,php_fullstack_developer,general,0.3571,0.4762,5,4,11,0.4561,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_adarsh_kumar,software_engineer_general,general,0.4545,0.6364,6,6,8,0.3736,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_gupta,android_developer,general,0.4,0.4,4,0,6,0.2097,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_aditya_gupta,backend_swe_fullstack,general,0.5462,0.6923,10,7,8,0.45,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aditya_gupta,data_scientist,general,0.3714,0.5,3,4,7,0.2991,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_gupta,flutter_developer_fresher,general,0.1917,0.25,2,0,9,0.3738,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_gupta,frontend_developer_fresher,general,0.7273,0.9091,6,4,1,0.47,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aditya_gupta,fullstack_developer_fresher,general,0.6333,0.75,12,6,6,0.5751,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aditya_gupta,fullstack_developer_general,general,0.5156,0.6562,12,7,11,0.3702,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_gupta,golang_backend_developer,general,0.6643,0.7857,8,2,3,0.3008,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_gupta,google_ml_engineer,general,0.53,0.7,8,5,6,0.2786,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_aditya_gupta,google_swe_early_career,general,0.63,0.8,5,2,2,0.2689,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_aditya_gupta,google_swe_generalist,general,0.8,0.9333,10,3,1,0.2755,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_aditya_gupta,java_backend_developer,general,0.47,0.7,6,4,6,0.3613,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_gupta,junior_ml_engineer,general,0.41,0.65,5,5,7,0.2573,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_aditya_gupta,laravel_developer,general,0.5833,0.7222,8,5,5,0.3735,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_gupta,mern_stack_developer,general,0.5636,0.6364,10,4,8,0.5425,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aditya_gupta,php_fullstack_developer,general,0.5524,0.8095,7,7,4,0.5094,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aditya_gupta,software_engineer_general,general,0.4545,0.6364,6,6,8,0.3872,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_sharma,android_developer,general,0.57,0.6,5,1,4,0.3147,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_aditya_sharma,backend_swe_fullstack,general,0.6077,0.7308,11,8,7,0.5077,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aditya_sharma,data_scientist,general,0.4143,0.5,4,3,7,0.3107,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_sharma,flutter_developer_fresher,general,0.3167,0.4167,3,1,7,0.3663,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_sharma,frontend_developer_fresher,general,0.8636,1.0,8,3,0,0.4866,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aditya_sharma,fullstack_developer_fresher,general,0.6208,0.7083,12,5,7,0.5652,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aditya_sharma,fullstack_developer_general,general,0.6,0.7188,15,7,9,0.466,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aditya_sharma,golang_backend_developer,general,0.7643,0.8571,9,3,2,0.3754,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_sharma,google_ml_engineer,general,0.57,0.7,9,4,6,0.4174,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aditya_sharma,google_swe_early_career,general,0.62,0.7,5,2,3,0.4335,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aditya_sharma,google_swe_generalist,general,0.84,0.9333,10,4,1,0.4182,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aditya_sharma,java_backend_developer,general,0.58,0.75,9,3,5,0.3797,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aditya_sharma,junior_ml_engineer,general,0.585,0.75,9,5,5,0.2794,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_aditya_sharma,laravel_developer,general,0.5389,0.6111,8,3,7,0.3763,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aditya_sharma,mern_stack_developer,general,0.6409,0.7273,11,5,6,0.5596,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aditya_sharma,php_fullstack_developer,general,0.5952,0.7619,9,5,5,0.4582,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aditya_sharma,software_engineer_general,general,0.4955,0.6364,7,6,8,0.5125,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_ajay_kumar_maurya,android_developer,general,0.1,0.1,1,0,9,0.3918,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_ajay_kumar_maurya,backend_swe_fullstack,general,0.2692,0.3077,6,2,18,0.4561,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ajay_kumar_maurya,data_scientist,general,0.0714,0.0714,1,0,13,0.3834,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ajay_kumar_maurya,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.3938,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ajay_kumar_maurya,frontend_developer_fresher,general,0.5455,0.7273,4,4,3,0.5261,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_ajay_kumar_maurya,fullstack_developer_fresher,general,0.4375,0.5417,8,5,11,0.549,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_ajay_kumar_maurya,fullstack_developer_general,general,0.3344,0.4375,7,7,18,0.6203,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ajay_kumar_maurya,golang_backend_developer,general,0.2143,0.2143,3,0,11,0.4158,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ajay_kumar_maurya,google_ml_engineer,general,0.125,0.15,2,1,17,0.3211,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ajay_kumar_maurya,google_swe_early_career,general,0.2,0.2,2,0,8,0.4455,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_ajay_kumar_maurya,google_swe_generalist,general,0.4667,0.4667,7,0,8,0.4296,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_ajay_kumar_maurya,java_backend_developer,general,0.2,0.3,2,4,14,0.3761,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_ajay_kumar_maurya,junior_ml_engineer,general,0.0,0.0,0,0,20,0.2026,0.605,0.5,0.6,0.75,0,3,3,4,0
friend_ajay_kumar_maurya,laravel_developer,general,0.4556,0.6111,5,6,7,0.3955,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ajay_kumar_maurya,mern_stack_developer,general,0.4318,0.4545,9,1,12,0.483,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_ajay_kumar_maurya,php_fullstack_developer,general,0.2476,0.3333,3,4,14,0.4448,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_ajay_kumar_maurya,software_engineer_general,general,0.2045,0.2273,4,1,17,0.524,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_akshay_tiwari,android_developer,general,0.45,0.5,4,1,5,0.2318,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_akshay_tiwari,backend_swe_fullstack,general,0.5346,0.6923,9,8,8,0.3885,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_akshay_tiwari,data_scientist,general,0.3714,0.5714,2,6,6,0.2101,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_akshay_tiwari,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.3414,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_akshay_tiwari,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.5135,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_akshay_tiwari,fullstack_developer_fresher,general,0.6417,0.75,12,6,6,0.5125,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_akshay_tiwari,fullstack_developer_general,general,0.4906,0.625,11,8,12,0.3651,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_akshay_tiwari,golang_backend_developer,general,0.75,0.9286,8,4,1,0.3082,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_akshay_tiwari,google_ml_engineer,general,0.41,0.65,5,5,7,0.3158,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_akshay_tiwari,google_swe_early_career,general,0.63,0.8,5,2,2,0.282,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_akshay_tiwari,google_swe_generalist,general,0.68,0.8667,7,5,2,0.3363,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_akshay_tiwari,java_backend_developer,general,0.405,0.6,5,4,8,0.3134,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_akshay_tiwari,junior_ml_engineer,general,0.385,0.65,4,6,7,0.2103,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_akshay_tiwari,laravel_developer,general,0.5111,0.6111,7,4,7,0.2729,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_akshay_tiwari,mern_stack_developer,general,0.5955,0.6818,10,5,7,0.4151,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_akshay_tiwari,php_fullstack_developer,general,0.4524,0.5714,7,4,9,0.4008,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_akshay_tiwari,software_engineer_general,general,0.4318,0.6364,5,7,8,0.3769,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_akshit_dimri,android_developer,general,0.2,0.2,2,0,8,0.341,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_akshit_dimri,backend_swe_fullstack,general,0.3769,0.4615,8,3,14,0.5138,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_akshit_dimri,data_scientist,general,0.3571,0.3571,5,0,9,0.4253,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.33,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,frontend_developer_fresher,general,0.5,0.7273,3,5,3,0.5004,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_akshit_dimri,fullstack_developer_fresher,general,0.4083,0.5833,6,7,10,0.5215,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_akshit_dimri,fullstack_developer_general,general,0.3281,0.4688,6,8,17,0.4894,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,golang_backend_developer,general,0.4643,0.5,6,1,7,0.3828,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_akshit_dimri,google_ml_engineer,general,0.275,0.35,4,3,13,0.3499,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_akshit_dimri,google_swe_early_career,general,0.43,0.5,4,0,5,0.4216,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_akshit_dimri,google_swe_generalist,general,0.62,0.6667,9,0,5,0.459,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_akshit_dimri,java_backend_developer,general,0.25,0.35,3,4,13,0.3858,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_akshit_dimri,junior_ml_engineer,general,0.15,0.2,2,2,16,0.2469,0.68,0.5,0.6,1.0,0,3,3,4,0
friend_akshit_dimri,laravel_developer,general,0.5111,0.6667,6,6,6,0.391,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,mern_stack_developer,general,0.4,0.5,7,3,11,0.5024,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,php_fullstack_developer,general,0.2476,0.381,2,6,13,0.4851,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_akshit_dimri,software_engineer_general,general,0.2727,0.3182,5,2,15,0.4863,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_aman_kumar,android_developer,general,0.24,0.3,1,2,7,0.2574,0.605,0.5,0.6,0.75,0,1,3,4,0
friend_aman_kumar,backend_swe_fullstack,general,0.5231,0.6538,9,8,9,0.4515,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aman_kumar,data_scientist,general,0.25,0.3571,2,2,9,0.2575,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_aman_kumar,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.3901,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aman_kumar,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.5355,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aman_kumar,fullstack_developer_fresher,general,0.6708,0.7917,12,7,5,0.5045,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aman_kumar,fullstack_developer_general,general,0.5031,0.625,11,8,12,0.5011,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aman_kumar,golang_backend_developer,general,0.6214,0.7143,7,2,4,0.4765,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_aman_kumar,google_ml_engineer,general,0.37,0.45,5,4,11,0.3958,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_aman_kumar,google_swe_early_career,general,0.47,0.6,3,3,4,0.4129,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aman_kumar,google_swe_generalist,general,0.68,0.8,8,4,3,0.4053,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_aman_kumar,java_backend_developer,general,0.41,0.55,5,5,9,0.3711,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_aman_kumar,junior_ml_engineer,general,0.25,0.4,2,4,12,0.3404,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_aman_kumar,laravel_developer,general,0.65,0.7778,9,5,4,0.2924,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_aman_kumar,mern_stack_developer,general,0.6318,0.6818,12,3,7,0.4208,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aman_kumar,php_fullstack_developer,general,0.4952,0.619,7,5,8,0.4563,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_aman_kumar,software_engineer_general,general,0.4773,0.5455,9,2,10,0.4589,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_amit_kumar_sah,android_developer,general,0.42,0.5,3,2,5,0.1011,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_amit_kumar_sah,backend_swe_fullstack,general,0.4038,0.5,8,4,13,0.3099,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_amit_kumar_sah,data_scientist,general,0.2857,0.3571,3,2,9,0.3131,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_amit_kumar_sah,flutter_developer_fresher,general,0.2667,0.3333,2,2,8,0.103,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_amit_kumar_sah,frontend_developer_fresher,general,0.4545,0.6364,3,4,4,0.2091,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_amit_kumar_sah,fullstack_developer_fresher,general,0.2875,0.4167,3,7,14,0.1402,0.925,1.0,1.0,0.75,0,0,3,3,0
friend_amit_kumar_sah,fullstack_developer_general,general,0.3031,0.4375,5,8,18,0.0823,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_amit_kumar_sah,golang_backend_developer,general,0.4429,0.5,5,2,7,0.0791,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_amit_kumar_sah,google_ml_engineer,general,0.26,0.35,3,4,13,0.2175,0.725,0.5,1.0,0.75,0,1,3,3,0
friend_amit_kumar_sah,google_swe_early_career,general,0.5,0.6,4,1,4,0.1913,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_amit_kumar_sah,google_swe_generalist,general,0.5133,0.6,6,2,6,0.2164,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_amit_kumar_sah,java_backend_developer,general,0.185,0.25,2,3,15,0.1184,0.925,1.0,1.0,0.75,0,0,3,3,0
friend_amit_kumar_sah,junior_ml_engineer,general,0.325,0.4,5,3,12,0.1952,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_amit_kumar_sah,laravel_developer,general,0.2833,0.3889,2,5,11,0.1021,0.805,1.0,0.6,0.75,0,0,3,4,0
